
@relation 
@attribute INSTANCIA categoric \w+
@attribute PRONOSTICO categoric \w+
@attribute TEMPERATURA categoric \w+
@attribute HUMEDAD categoric \w+
@attribute VIENTO categoric \w+
@attribute JUGAR categoric \w+
@missingValue 
@data
2916,overcast,30,88,FALSE,YES
5563,rainy,24,61,TRUE,NO
3210,rainy,56,47,TRUE,NO
3984,rainy,9,88,FALSE,YES
3374,rainy,87,46,FALSE,NO
3004,overcast,37,40,FALSE,YES
371,overcast,79,31,TRUE,NO
4242,overcast,82,22,TRUE,YES
245,rainy,72,63,FALSE,YES
3960,overcast,62,14,TRUE,NO
3538,rainy,14,45,TRUE,NO
5692,rainy,23,70,TRUE,YES
1502,overcast,3,42,FALSE,YES
4395,rainy,4,47,TRUE,YES
287,overcast,70,78,FALSE,NO
460,rainy,96,79,TRUE,NO
2074,rainy,72,92,FALSE,NO
4025,overcast,71,40,FALSE,YES
4939,overcast,65,58,TRUE,YES
5680,overcast,84,98,TRUE,YES
5079,rainy,70,85,TRUE,YES
717,rainy,96,86,TRUE,YES
3117,rainy,14,21,FALSE,NO
2704,rainy,39,45,TRUE,YES
2516,overcast,89,99,TRUE,YES
4562,overcast,63,32,TRUE,NO
640,rainy,55,43,FALSE,NO
4327,overcast,7,60,TRUE,NO
5791,overcast,47,14,FALSE,NO
5625,rainy,85,12,TRUE,NO
2082,overcast,37,98,FALSE,YES
2700,rainy,38,73,FALSE,YES
4544,rainy,84,26,FALSE,YES
2324,rainy,25,73,TRUE,NO
2532,rainy,100,36,FALSE,YES
44,rainy,37,57,FALSE,YES
1469,overcast,56,11,FALSE,YES
685,overcast,98,22,TRUE,YES
1116,rainy,45,82,TRUE,NO
1888,overcast,91,17,TRUE,NO
4441,rainy,9,30,TRUE,YES
996,rainy,69,42,FALSE,NO
3975,rainy,49,74,FALSE,YES
786,rainy,98,44,TRUE,YES
4291,rainy,89,32,FALSE,NO
799,rainy,36,59,TRUE,YES
2409,rainy,76,92,TRUE,NO
3397,overcast,43,43,TRUE,NO
5440,overcast,12,39,FALSE,YES
240,rainy,68,48,FALSE,NO
2581,rainy,46,78,TRUE,YES
3421,rainy,7,46,TRUE,YES
2865,rainy,65,67,FALSE,YES
1718,rainy,61,13,FALSE,YES
751,overcast,33,90,TRUE,NO
2199,rainy,99,97,TRUE,NO
2446,rainy,56,61,FALSE,NO
507,rainy,9,68,FALSE,NO
1469,overcast,56,11,FALSE,YES
4814,rainy,6,54,TRUE,YES
2365,overcast,2,22,FALSE,YES
2045,overcast,53,42,TRUE,NO
4452,rainy,49,35,TRUE,NO
621,rainy,51,3,TRUE,NO
1878,overcast,98,14,FALSE,YES
839,rainy,68,69,FALSE,YES
1148,rainy,94,14,TRUE,NO
5180,rainy,92,47,FALSE,YES
1864,rainy,32,61,TRUE,NO
243,rainy,12,49,TRUE,NO
4993,overcast,94,38,TRUE,NO
1389,overcast,63,90,TRUE,YES
2910,rainy,48,73,TRUE,YES
3051,overcast,57,76,TRUE,NO
1240,rainy,73,26,FALSE,NO
4084,rainy,43,51,FALSE,YES
2743,rainy,54,29,TRUE,YES
2331,rainy,42,27,TRUE,YES
4414,rainy,21,31,FALSE,YES
1717,rainy,78,11,TRUE,NO
2153,rainy,9,28,FALSE,YES
3244,overcast,47,38,TRUE,YES
4888,overcast,10,31,TRUE,YES
5551,overcast,21,66,TRUE,YES
3044,rainy,99,49,FALSE,NO
4663,overcast,85,68,FALSE,YES
5836,rainy,39,86,TRUE,NO
2826,rainy,69,76,FALSE,NO
1574,rainy,13,44,FALSE,YES
333,overcast,56,85,TRUE,NO
3600,rainy,15,15,FALSE,NO
963,rainy,97,63,FALSE,NO
5218,rainy,11,26,FALSE,NO
2303,rainy,24,8,TRUE,NO
5525,overcast,24,100,TRUE,YES
2396,rainy,24,80,TRUE,NO
2545,rainy,51,66,TRUE,YES
3355,rainy,1,82,TRUE,YES
4909,rainy,11,18,FALSE,NO
3453,overcast,9,27,TRUE,NO
5653,rainy,72,65,FALSE,NO
3231,overcast,53,78,TRUE,YES
1534,rainy,68,87,TRUE,NO
5197,rainy,49,40,TRUE,YES
1249,rainy,85,35,FALSE,NO
1192,overcast,99,63,TRUE,YES
511,rainy,73,89,TRUE,NO
5815,rainy,92,51,TRUE,NO
479,rainy,98,96,FALSE,YES
2668,rainy,97,95,FALSE,YES
5457,overcast,76,91,FALSE,NO
116,rainy,30,7,FALSE,NO
2094,rainy,39,98,TRUE,NO
5753,overcast,6,59,FALSE,NO
2662,rainy,56,80,FALSE,NO
5122,rainy,11,100,FALSE,YES
3158,rainy,29,84,TRUE,YES
4903,rainy,10,91,TRUE,YES
3578,overcast,20,100,FALSE,NO
3217,rainy,15,70,FALSE,YES
1005,rainy,64,78,TRUE,NO
4324,overcast,37,1,FALSE,YES
3607,rainy,58,86,TRUE,NO
1531,rainy,63,40,TRUE,YES
2645,overcast,33,55,FALSE,NO
4031,rainy,24,64,TRUE,NO
2173,rainy,96,45,FALSE,NO
608,rainy,89,36,TRUE,NO
3528,rainy,94,30,FALSE,NO
4845,overcast,17,71,TRUE,NO
1539,rainy,75,71,TRUE,NO
5390,rainy,28,64,FALSE,YES
3423,rainy,29,33,TRUE,YES
961,rainy,72,91,FALSE,NO
2066,rainy,58,99,FALSE,NO
4923,overcast,80,76,TRUE,YES
1710,rainy,87,96,FALSE,YES
5693,rainy,50,14,FALSE,YES
4303,rainy,19,84,TRUE,NO
1852,rainy,88,49,TRUE,NO
4153,overcast,51,79,TRUE,YES
21,rainy,77,18,TRUE,YES
2348,rainy,22,60,TRUE,YES
4907,rainy,81,73,TRUE,YES
877,rainy,82,55,TRUE,NO
3484,overcast,15,87,FALSE,NO
4870,overcast,86,3,FALSE,NO
5466,overcast,26,7,TRUE,NO
5643,rainy,90,14,FALSE,YES
404,rainy,35,4,FALSE,YES
5239,rainy,87,99,TRUE,NO
3644,rainy,22,83,TRUE,NO
5778,rainy,35,85,FALSE,NO
1693,overcast,81,55,FALSE,YES
2449,rainy,20,16,TRUE,YES
1330,overcast,47,54,FALSE,YES
5626,overcast,56,98,FALSE,YES
4,rainy,69,51,FALSE,NO
2553,overcast,80,76,TRUE,YES
3220,rainy,43,17,TRUE,NO
5021,overcast,80,27,TRUE,YES
5905,rainy,55,39,TRUE,NO
2288,rainy,38,8,FALSE,YES
1636,overcast,6,75,FALSE,NO
1130,rainy,63,59,FALSE,YES
68,rainy,31,88,FALSE,YES
2694,rainy,59,60,FALSE,YES
1133,rainy,63,65,FALSE,YES
3688,rainy,26,92,TRUE,YES
3740,rainy,7,28,FALSE,YES
3412,rainy,17,87,FALSE,YES
3467,rainy,8,44,FALSE,YES
600,overcast,55,22,TRUE,NO
1726,rainy,79,41,FALSE,YES
5065,overcast,11,69,TRUE,NO
984,rainy,24,100,FALSE,YES
1977,rainy,7,90,TRUE,NO
4701,rainy,5,85,FALSE,NO
655,overcast,91,31,TRUE,YES
5162,rainy,4,6,TRUE,YES
5162,rainy,4,6,TRUE,YES
2708,overcast,66,29,TRUE,NO
966,overcast,92,12,FALSE,YES
3125,rainy,59,2,FALSE,YES
5607,rainy,71,59,TRUE,NO
3896,rainy,64,91,FALSE,YES
5613,rainy,25,55,FALSE,NO
1730,overcast,87,46,TRUE,YES
4514,rainy,54,3,TRUE,YES
737,overcast,18,46,TRUE,YES
5299,overcast,34,25,TRUE,YES
1707,overcast,50,15,FALSE,YES
3141,overcast,13,59,FALSE,YES
1084,rainy,96,44,TRUE,YES
2833,overcast,73,61,TRUE,NO
4249,overcast,65,9,TRUE,YES
3734,rainy,71,57,FALSE,NO
712,rainy,54,91,TRUE,NO
3777,rainy,49,93,TRUE,NO
809,overcast,36,81,TRUE,YES
791,overcast,74,90,FALSE,NO
3737,rainy,75,86,FALSE,YES
1779,rainy,6,83,FALSE,YES
1904,overcast,27,55,TRUE,YES
2993,rainy,21,66,TRUE,NO
1773,overcast,37,74,TRUE,YES
3044,rainy,99,49,FALSE,NO
4053,rainy,14,3,FALSE,NO
2629,rainy,58,23,FALSE,YES
1465,overcast,87,74,FALSE,NO
5355,rainy,98,26,FALSE,NO
925,overcast,68,52,FALSE,YES
5351,overcast,44,75,FALSE,YES
3392,overcast,74,26,TRUE,NO
4059,rainy,33,74,TRUE,YES
2314,rainy,77,46,TRUE,YES
4939,overcast,65,58,TRUE,YES
5165,rainy,59,53,FALSE,YES
2030,overcast,94,53,FALSE,YES
3235,rainy,96,3,FALSE,NO
457,rainy,84,92,TRUE,NO
964,rainy,69,77,FALSE,YES
2621,overcast,58,1,FALSE,NO
2952,rainy,59,99,TRUE,NO
4442,rainy,95,11,FALSE,NO
1705,rainy,15,16,FALSE,YES
327,rainy,27,15,FALSE,NO
5518,rainy,36,53,FALSE,NO
4895,rainy,86,48,TRUE,YES
817,rainy,47,31,FALSE,YES
3251,overcast,80,34,TRUE,NO
1265,rainy,72,71,TRUE,NO
924,rainy,24,23,FALSE,NO
5847,rainy,73,9,FALSE,NO
4372,rainy,84,25,FALSE,NO
1425,rainy,43,21,FALSE,NO
930,overcast,16,23,FALSE,NO
5064,rainy,60,20,FALSE,NO
132,rainy,24,92,FALSE,YES
3835,overcast,64,65,TRUE,YES
853,overcast,47,95,FALSE,NO
1560,rainy,31,21,TRUE,NO
5103,rainy,94,99,FALSE,YES
3049,rainy,45,4,TRUE,NO
1384,overcast,15,26,TRUE,NO
4374,rainy,100,77,FALSE,NO
2358,overcast,75,34,TRUE,NO
5751,rainy,52,61,FALSE,YES
3026,rainy,76,71,FALSE,NO
520,rainy,90,5,TRUE,NO
5312,rainy,5,38,TRUE,NO
4571,rainy,12,77,FALSE,YES
4683,rainy,54,42,TRUE,NO
543,rainy,26,47,FALSE,NO
353,rainy,98,6,TRUE,NO
5828,rainy,33,53,FALSE,YES
1117,rainy,68,33,TRUE,NO
4829,overcast,96,7,FALSE,NO
3463,overcast,17,83,TRUE,NO
1288,overcast,19,26,FALSE,YES
1446,overcast,80,88,TRUE,NO
3527,rainy,21,15,FALSE,YES
5160,rainy,6,10,FALSE,NO
1813,overcast,5,57,FALSE,NO
4215,overcast,2,52,FALSE,YES
4090,rainy,43,100,FALSE,YES
1,rainy,85,85,FALSE,NO
5505,overcast,35,78,FALSE,NO
5021,overcast,80,27,TRUE,YES
2634,rainy,20,39,FALSE,YES
1384,overcast,15,26,TRUE,NO
5876,rainy,84,25,FALSE,NO
5033,overcast,54,73,TRUE,NO
4197,overcast,68,33,TRUE,NO
2383,rainy,100,45,TRUE,YES
4898,overcast,90,97,FALSE,YES
1863,overcast,55,42,FALSE,NO
5573,rainy,80,99,FALSE,YES
1568,overcast,58,82,TRUE,NO
68,rainy,31,88,FALSE,YES
5349,rainy,65,83,TRUE,YES
578,overcast,25,72,TRUE,YES
2493,rainy,52,59,FALSE,YES
4375,rainy,20,81,TRUE,NO
1506,rainy,42,35,TRUE,NO
4682,overcast,55,48,TRUE,YES
2583,overcast,51,29,TRUE,NO
382,rainy,31,28,FALSE,YES
5494,rainy,50,73,FALSE,YES
4546,overcast,39,5,FALSE,YES
309,rainy,36,97,TRUE,YES
2102,rainy,58,68,TRUE,YES
1602,overcast,9,13,FALSE,YES
4846,rainy,30,9,FALSE,NO
2390,overcast,82,30,FALSE,NO
3327,rainy,7,66,FALSE,NO
2402,rainy,87,70,TRUE,YES
3290,rainy,47,44,FALSE,NO
4835,rainy,94,93,TRUE,NO
3295,rainy,14,41,FALSE,YES
4374,rainy,100,77,FALSE,NO
2854,rainy,45,68,TRUE,NO
730,overcast,93,20,TRUE,YES
393,rainy,47,21,TRUE,YES
5137,overcast,52,40,FALSE,YES
5437,rainy,34,75,FALSE,NO
5539,rainy,9,54,FALSE,NO
487,overcast,23,46,TRUE,YES
4162,rainy,76,79,TRUE,YES
1457,rainy,49,56,FALSE,YES
3965,rainy,31,17,TRUE,YES
1546,rainy,55,45,FALSE,NO
3261,rainy,29,84,TRUE,NO
3395,overcast,89,40,FALSE,YES
1941,rainy,36,3,TRUE,YES
868,overcast,56,14,TRUE,NO
1035,overcast,98,94,TRUE,YES
785,rainy,88,3,FALSE,YES
307,rainy,82,41,TRUE,YES
5535,rainy,13,86,FALSE,YES
1508,rainy,76,28,TRUE,YES
5621,rainy,8,66,TRUE,YES
12,rainy,75,80,FALSE,YES
475,rainy,67,94,TRUE,YES
2326,rainy,21,4,TRUE,YES
5283,rainy,1,54,FALSE,YES
4274,rainy,86,99,FALSE,NO
188,rainy,42,99,FALSE,YES
1808,rainy,42,96,FALSE,YES
5057,rainy,2,77,FALSE,YES
2496,overcast,76,28,FALSE,NO
4575,rainy,31,73,FALSE,NO
738,rainy,19,2,TRUE,NO
4275,rainy,37,5,FALSE,NO
1696,overcast,33,14,FALSE,YES
2495,rainy,77,2,FALSE,YES
5849,overcast,50,34,FALSE,YES
2101,overcast,41,64,FALSE,NO
5240,rainy,8,23,FALSE,NO
2071,rainy,22,8,TRUE,YES
5144,rainy,43,39,TRUE,NO
2096,rainy,88,83,FALSE,NO
2222,rainy,19,82,TRUE,YES
4038,overcast,6,3,TRUE,NO
581,rainy,49,35,TRUE,NO
4764,overcast,69,67,FALSE,NO
4843,overcast,56,60,TRUE,NO
4209,rainy,23,18,FALSE,NO
2906,rainy,10,38,FALSE,YES
1522,rainy,13,27,FALSE,NO
2293,rainy,96,42,TRUE,YES
1618,overcast,73,35,FALSE,YES
2983,rainy,31,37,FALSE,NO
5302,overcast,51,97,FALSE,YES
1788,overcast,43,90,FALSE,NO
4755,rainy,84,58,TRUE,YES
2843,overcast,56,54,TRUE,NO
255,rainy,40,87,FALSE,YES
4068,rainy,85,21,TRUE,NO
5855,rainy,13,73,TRUE,YES
1163,rainy,10,45,TRUE,NO
5352,overcast,15,82,TRUE,YES
4681,overcast,31,15,FALSE,YES
5106,rainy,6,89,TRUE,YES
4962,rainy,26,89,FALSE,YES
5392,rainy,100,23,FALSE,NO
809,overcast,36,81,TRUE,YES
4988,overcast,96,54,TRUE,YES
1700,rainy,88,39,FALSE,YES
5447,overcast,85,78,FALSE,YES
1021,overcast,38,2,TRUE,YES
4936,rainy,15,78,TRUE,NO
1547,rainy,50,89,TRUE,NO
4238,rainy,38,33,TRUE,NO
392,rainy,1,10,TRUE,YES
5413,rainy,5,59,TRUE,NO
3399,overcast,73,6,TRUE,NO
1976,rainy,27,23,TRUE,NO
5896,overcast,25,82,TRUE,YES
3564,rainy,1,84,FALSE,YES
441,overcast,35,86,FALSE,NO
66,rainy,36,52,FALSE,NO
3283,rainy,31,10,TRUE,YES
286,rainy,11,29,TRUE,YES
2765,rainy,22,38,FALSE,NO
879,overcast,26,72,FALSE,YES
1592,overcast,14,29,TRUE,NO
1437,rainy,2,94,FALSE,YES
2487,rainy,46,3,TRUE,NO
2943,rainy,24,35,FALSE,YES
5654,rainy,70,26,FALSE,YES
5594,rainy,7,23,FALSE,YES
4034,overcast,71,53,FALSE,YES
5386,rainy,20,89,TRUE,YES
908,overcast,91,19,FALSE,YES
5793,rainy,35,27,FALSE,YES
3417,rainy,66,82,TRUE,YES
3117,rainy,14,21,FALSE,NO
5077,rainy,38,8,TRUE,YES
1190,rainy,49,26,FALSE,NO
3955,rainy,60,4,TRUE,NO
5856,rainy,14,22,FALSE,YES
2509,rainy,85,34,FALSE,YES
3460,rainy,53,85,TRUE,YES
502,rainy,43,56,FALSE,YES
3359,rainy,54,84,FALSE,YES
72,rainy,65,38,TRUE,NO
4746,rainy,38,49,TRUE,NO
4911,rainy,34,22,TRUE,NO
2376,rainy,77,3,FALSE,NO
1356,rainy,24,56,TRUE,YES
868,overcast,56,14,TRUE,NO
361,overcast,6,6,TRUE,NO
505,rainy,5,88,TRUE,NO
5415,rainy,41,35,TRUE,YES
1097,rainy,37,54,FALSE,YES
2069,rainy,61,49,FALSE,NO
4395,rainy,4,47,TRUE,YES
2342,rainy,18,58,TRUE,YES
4084,rainy,43,51,FALSE,YES
3800,rainy,28,59,TRUE,NO
5373,rainy,58,56,FALSE,YES
2501,rainy,8,100,TRUE,NO
4758,overcast,35,28,TRUE,YES
5795,rainy,84,87,FALSE,YES
1428,rainy,47,93,FALSE,NO
902,rainy,55,82,TRUE,YES
2162,overcast,17,33,TRUE,YES
3331,rainy,65,2,TRUE,YES
600,overcast,55,22,TRUE,NO
1996,rainy,91,66,FALSE,NO
283,overcast,35,23,TRUE,YES
2900,rainy,64,77,TRUE,YES
4706,overcast,52,15,FALSE,NO
5610,overcast,38,32,FALSE,YES
586,rainy,12,18,FALSE,YES
3558,rainy,59,9,FALSE,YES
5825,rainy,1,69,FALSE,YES
5786,rainy,15,44,TRUE,NO
5407,rainy,51,66,FALSE,NO
808,rainy,19,69,TRUE,YES
2848,rainy,9,3,FALSE,YES
2528,overcast,55,22,TRUE,YES
111,rainy,52,62,FALSE,NO
1587,rainy,48,59,FALSE,NO
4786,rainy,38,24,TRUE,NO
5234,rainy,88,77,TRUE,NO
3529,rainy,86,4,FALSE,NO
5973,overcast,6,11,FALSE,NO
5812,rainy,20,85,TRUE,NO
3724,rainy,12,41,TRUE,NO
5024,overcast,20,43,TRUE,YES
775,rainy,95,58,TRUE,YES
994,rainy,46,86,TRUE,NO
3392,overcast,74,26,TRUE,NO
4583,rainy,56,43,FALSE,NO
3356,rainy,83,2,FALSE,NO
3753,rainy,29,11,TRUE,NO
3667,rainy,51,37,FALSE,YES
5076,rainy,58,91,TRUE,YES
2457,rainy,70,87,TRUE,NO
3911,overcast,4,47,FALSE,YES
1416,overcast,69,59,TRUE,YES
4311,rainy,47,41,TRUE,YES
381,rainy,35,36,TRUE,YES
1073,rainy,34,38,TRUE,NO
3969,rainy,52,94,FALSE,NO
1656,rainy,23,48,TRUE,NO
897,rainy,79,6,FALSE,YES
4829,overcast,96,7,FALSE,NO
3540,rainy,47,15,FALSE,YES
2246,rainy,94,85,FALSE,YES
4610,rainy,9,54,FALSE,NO
2937,rainy,62,46,FALSE,YES
3276,overcast,86,97,FALSE,NO
953,rainy,1,78,TRUE,YES
2846,overcast,22,53,TRUE,YES
2390,overcast,82,30,FALSE,NO
3172,overcast,43,7,FALSE,YES
1009,rainy,37,18,TRUE,YES
2195,rainy,65,23,FALSE,YES
3375,overcast,7,18,FALSE,NO
2190,rainy,50,26,TRUE,NO
3521,rainy,6,6,TRUE,NO
2877,rainy,86,71,TRUE,NO
2974,overcast,60,77,TRUE,YES
5510,rainy,21,98,TRUE,YES
1907,overcast,15,87,TRUE,YES
1315,rainy,75,30,FALSE,YES
1027,rainy,71,56,TRUE,YES
3232,rainy,38,80,TRUE,YES
5807,rainy,74,38,FALSE,YES
2158,rainy,34,8,TRUE,YES
711,rainy,69,54,FALSE,YES
2951,rainy,48,73,TRUE,YES
2898,rainy,91,74,TRUE,YES
1433,rainy,86,90,TRUE,YES
4218,overcast,91,47,TRUE,YES
5732,rainy,2,27,TRUE,NO
515,rainy,83,88,FALSE,YES
818,rainy,56,4,FALSE,NO
3579,overcast,86,51,FALSE,YES
2633,rainy,59,38,TRUE,YES
1145,overcast,13,30,FALSE,YES
2272,rainy,55,60,TRUE,NO
1479,overcast,45,33,TRUE,NO
414,overcast,43,21,FALSE,YES
3840,overcast,51,35,FALSE,NO
3719,rainy,57,41,FALSE,YES
2439,rainy,75,74,TRUE,YES
1738,rainy,88,24,FALSE,NO
966,overcast,92,12,FALSE,YES
581,rainy,49,35,TRUE,NO
2658,rainy,93,94,TRUE,YES
2881,overcast,30,58,TRUE,YES
5084,rainy,77,26,TRUE,NO
1721,overcast,61,20,TRUE,NO
3897,overcast,85,3,TRUE,YES
1435,rainy,19,90,FALSE,NO
3408,rainy,24,78,TRUE,NO
1565,rainy,88,15,TRUE,NO
2062,overcast,43,46,TRUE,YES
342,rainy,97,5,TRUE,NO
5871,rainy,50,61,FALSE,YES
1598,rainy,59,23,FALSE,YES
3734,rainy,71,57,FALSE,NO
89,overcast,82,89,FALSE,YES
3900,rainy,60,79,TRUE,NO
5987,overcast,86,56,TRUE,YES
378,rainy,73,41,FALSE,NO
5522,rainy,42,51,TRUE,YES
4630,rainy,2,36,FALSE,YES
2659,rainy,29,54,FALSE,YES
2657,rainy,58,38,FALSE,YES
192,overcast,13,17,TRUE,YES
4618,rainy,66,92,FALSE,NO
742,rainy,1,91,TRUE,YES
1046,rainy,19,76,FALSE,NO
1249,rainy,85,35,FALSE,NO
1399,overcast,53,19,TRUE,YES
2561,rainy,28,73,TRUE,NO
1671,overcast,94,22,TRUE,NO
4190,rainy,57,7,FALSE,YES
4877,rainy,48,79,TRUE,YES
5291,rainy,36,62,FALSE,YES
2266,rainy,76,74,TRUE,YES
5227,rainy,83,51,FALSE,NO
5501,rainy,79,45,TRUE,NO
3831,rainy,79,42,FALSE,NO
3869,rainy,86,18,FALSE,NO
1178,rainy,6,75,TRUE,NO
3537,rainy,26,10,FALSE,NO
2783,rainy,54,25,FALSE,YES
2325,overcast,21,77,FALSE,NO
4951,rainy,7,8,FALSE,YES
4757,rainy,66,16,TRUE,NO
3238,overcast,87,41,FALSE,NO
2764,rainy,71,84,TRUE,NO
5549,rainy,80,89,FALSE,YES
4539,rainy,87,21,TRUE,NO
1390,overcast,65,93,FALSE,YES
2516,overcast,89,99,TRUE,YES
3854,rainy,32,96,FALSE,YES
3341,rainy,94,8,TRUE,YES
2919,overcast,92,31,TRUE,NO
3110,rainy,71,93,FALSE,NO
4308,rainy,87,17,TRUE,NO
3925,overcast,88,67,FALSE,NO
2467,overcast,91,7,TRUE,YES
4265,rainy,73,4,FALSE,YES
4342,rainy,57,74,FALSE,NO
675,overcast,25,62,TRUE,NO
2648,overcast,9,99,FALSE,NO
37,rainy,81,17,FALSE,YES
848,rainy,59,5,TRUE,NO
5895,rainy,29,40,TRUE,NO
3874,rainy,12,38,FALSE,NO
1466,rainy,39,38,TRUE,YES
580,overcast,84,88,TRUE,NO
5333,overcast,81,93,TRUE,NO
